epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,971.104,2.59233,1.5036,2.46311,0.81821,0.85281,0.88103,0.53726,3.21656,1.65846,3.42367,0.0095149,0.0095149,0.0095149
51,989.844,2.54136,1.61025,2.4601,0.76499,0.85665,0.85829,0.53919,3.13386,1.46237,3.42561,0.009505,0.009505,0.009505
52,1008.67,2.47531,1.54211,2.42046,0.77522,0.87368,0.84511,0.54466,2.42272,2.57568,2.56834,0.0094951,0.0094951,0.0094951
53,1027.52,2.56267,1.51731,2.45159,0.77123,0.85169,0.84443,0.53558,3.12376,2.01139,3.51437,0.0094852,0.0094852,0.0094852
54,1046.3,2.54625,1.54962,2.45347,0.7925,0.85263,0.85036,0.5558,2.7883,1.87924,3.04095,0.0094753,0.0094753,0.0094753
55,1065.19,2.52449,1.53739,2.47026,0.73135,0.917,0.87068,0.55694,2.82488,1.67964,3.26849,0.0094654,0.0094654,0.0094654
56,1083.93,2.4236,1.50578,2.42566,0.73225,0.89241,0.88493,0.56834,2.90422,1.71652,3.34905,0.0094555,0.0094555,0.0094555
57,1102.71,2.51858,1.58412,2.42724,0.77955,0.88421,0.87565,0.59106,2.86303,1.61619,3.37753,0.0094456,0.0094456,0.0094456
58,1121.54,2.5197,1.54181,2.44132,0.88085,0.7782,0.89998,0.5691,3.04183,1.52048,3.5533,0.0094357,0.0094357,0.0094357
59,1140.32,2.50805,1.50451,2.43274,0.83301,0.8,0.88359,0.5821,3.07109,1.50741,3.60919,0.0094258,0.0094258,0.0094258
60,1159.11,2.43492,1.49603,2.36897,0.82685,0.81053,0.87795,0.57939,2.78546,2.32031,3.30678,0.0094159,0.0094159,0.0094159
61,1177.92,2.43397,1.45809,2.39727,0.68435,0.81053,0.8038,0.50482,3.26202,2.70144,3.66964,0.009406,0.009406,0.009406
62,1196.67,2.47514,1.42527,2.40158,0.73282,0.83731,0.84779,0.57586,2.91579,1.85175,3.5713,0.0093961,0.0093961,0.0093961
63,1215.45,2.41192,1.48236,2.42479,0.84778,0.81053,0.8988,0.59511,3.15022,1.83921,3.64709,0.0093862,0.0093862,0.0093862
64,1234.32,2.42714,1.49833,2.41088,0.77929,0.77895,0.8493,0.55285,2.70578,1.4943,3.40075,0.0093763,0.0093763,0.0093763
65,1253.12,2.44321,1.57959,2.41446,0.86203,0.74737,0.84033,0.56275,3.00423,1.62904,3.84796,0.0093664,0.0093664,0.0093664
66,1271.95,2.50569,1.52816,2.41664,0.82558,0.85263,0.84091,0.5317,3.18878,3.25982,3.56479,0.0093565,0.0093565,0.0093565
67,1290.79,2.38748,1.40433,2.37132,0.80617,0.8,0.84907,0.56261,2.74272,1.78385,3.2911,0.0093466,0.0093466,0.0093466
68,1309.53,2.34655,1.43719,2.36157,0.73009,0.82105,0.82225,0.53135,3.02677,1.60271,3.43255,0.0093367,0.0093367,0.0093367
69,1328.33,2.48122,1.56887,2.44601,0.69099,0.89474,0.83989,0.49392,2.57738,48.2804,2.66575,0.0093268,0.0093268,0.0093268
70,1347.06,2.45194,1.49892,2.36299,0.84605,0.68421,0.84942,0.56155,2.90415,1.6827,3.02334,0.0093169,0.0093169,0.0093169
71,1365.87,2.38702,1.46072,2.38356,0.81556,0.83783,0.87759,0.58421,2.76301,1.34241,3.32624,0.009307,0.009307,0.009307
72,1384.66,2.28508,1.36877,2.31205,0.66278,0.6,0.60616,0.31408,3.79979,3.93321,4.25669,0.0092971,0.0092971,0.0092971
73,1403.45,2.37846,1.39497,2.38791,0.7438,0.85572,0.84883,0.54907,3.01884,1.62059,3.3774,0.0092872,0.0092872,0.0092872
74,1422.3,2.39588,1.43454,2.35656,0.86606,0.82105,0.86677,0.57408,2.67043,20.0749,2.73113,0.0092773,0.0092773,0.0092773
75,1441.09,2.32778,1.3355,2.31733,0.82965,0.82105,0.86222,0.57381,2.29363,1.77003,2.49761,0.0092674,0.0092674,0.0092674
76,1459.81,2.37595,1.41907,2.33849,0.76582,0.8606,0.8767,0.59196,2.52874,1.40719,2.63127,0.0092575,0.0092575,0.0092575
77,1478.58,2.37191,1.45667,2.36424,0.77152,0.85307,0.88628,0.5969,2.49277,1.38125,2.75945,0.0092476,0.0092476,0.0092476
78,1497.45,2.37589,1.42016,2.37169,0.86158,0.78629,0.89857,0.60806,2.30468,2.72994,2.5327,0.0092377,0.0092377,0.0092377
79,1516.33,2.36989,1.38339,2.38179,0.76711,0.79748,0.83455,0.55255,2.34488,1.78339,2.55843,0.0092278,0.0092278,0.0092278
80,1535.12,2.23611,1.28685,2.28279,0.75883,0.85263,0.86784,0.56895,2.38311,1.60396,2.66625,0.0092179,0.0092179,0.0092179
81,1553.88,2.36343,1.36091,2.363,0.85323,0.77895,0.87428,0.5684,2.46466,1.69566,2.71438,0.009208,0.009208,0.009208
82,1572.63,2.32857,1.36155,2.38578,0.8549,0.83158,0.89325,0.59265,2.43671,1.5688,2.80208,0.0091981,0.0091981,0.0091981
83,1591.43,2.30888,1.32808,2.3294,0.81156,0.84211,0.88817,0.60253,2.54785,1.49067,2.70504,0.0091882,0.0091882,0.0091882
84,1610.18,2.26952,1.36784,2.31162,0.78193,0.92632,0.91705,0.61117,2.66568,1.354,3.05689,0.0091783,0.0091783,0.0091783
85,1629.04,2.34211,1.38302,2.34091,0.8291,0.71495,0.82229,0.52284,2.95164,1.81646,3.3226,0.0091684,0.0091684,0.0091684
86,1647.88,2.31233,1.37145,2.34219,0.84249,0.86316,0.91259,0.59884,2.80579,1.65333,3.23667,0.0091585,0.0091585,0.0091585
87,1666.62,2.25855,1.43989,2.3201,0.86886,0.90663,0.91788,0.61279,2.75637,1.20684,3.46624,0.0091486,0.0091486,0.0091486
88,1685.48,2.36291,1.38764,2.377,0.83821,0.86316,0.89122,0.58759,2.80033,1.34917,3.37637,0.0091387,0.0091387,0.0091387
89,1704.22,2.26152,1.36172,2.34207,0.81267,0.86316,0.90377,0.57007,2.7403,2.02097,2.91049,0.0091288,0.0091288,0.0091288
90,1722.98,2.30408,1.3401,2.29746,0.8087,0.76842,0.84709,0.53593,2.92775,1.57668,3.58811,0.0091189,0.0091189,0.0091189
91,1741.68,2.24257,1.35226,2.275,0.81456,0.84211,0.87795,0.56133,2.76713,1.32315,3.10607,0.009109,0.009109,0.009109
92,1760.52,2.23475,1.34408,2.29932,0.78717,0.85652,0.85303,0.55606,2.89565,1.55337,3.3697,0.0090991,0.0090991,0.0090991
93,1779.27,2.20372,1.25836,2.28486,0.85911,0.83448,0.88656,0.56644,2.27851,1.22874,2.47682,0.0090892,0.0090892,0.0090892
94,1798.02,2.24464,1.3494,2.32758,0.88352,0.71866,0.86189,0.59266,2.20109,1.37118,2.51367,0.0090793,0.0090793,0.0090793
95,1816.83,2.24678,1.2773,2.30302,0.83311,0.86316,0.86095,0.60404,2.11541,1.50343,2.45391,0.0090694,0.0090694,0.0090694
96,1835.65,2.26721,1.31803,2.32078,0.87866,0.8,0.90785,0.60811,2.49622,1.56995,2.75056,0.0090595,0.0090595,0.0090595
97,1854.42,2.28352,1.33598,2.32099,0.87462,0.77895,0.88891,0.58467,2.73529,1.79258,3.348,0.0090496,0.0090496,0.0090496
98,1873.23,2.2981,1.3667,2.30779,0.83459,0.87368,0.88364,0.56283,2.66183,4.29391,3.2246,0.0090397,0.0090397,0.0090397
99,1892.01,2.20637,1.21861,2.27614,0.84565,0.90526,0.89796,0.58963,2.51736,1.48187,3.03807,0.0090298,0.0090298,0.0090298
100,1910.84,2.19631,1.21443,2.23111,0.83455,0.90526,0.90411,0.6089,2.69682,1.38456,3.27394,0.0090199,0.0090199,0.0090199
101,1929.64,2.24116,1.23889,2.3081,0.84182,0.8403,0.91526,0.60918,2.51712,1.55145,2.93009,0.00901,0.00901,0.00901
102,1948.43,2.22351,1.31822,2.29238,0.76157,0.90526,0.90988,0.60967,2.73769,1.60673,3.37111,0.0090001,0.0090001,0.0090001
103,1967.17,2.26652,1.27571,2.29612,0.83061,0.77429,0.8671,0.58891,2.69542,1.59531,3.23439,0.0089902,0.0089902,0.0089902
104,1985.98,2.2276,1.2365,2.27847,0.81373,0.82773,0.91711,0.61401,2.75188,1.2665,3.35811,0.0089803,0.0089803,0.0089803
105,2004.88,2.198,1.26878,2.28023,0.82365,0.88492,0.91816,0.58283,2.63215,1.47565,3.21761,0.0089704,0.0089704,0.0089704
106,2023.64,2.22197,1.26076,2.26404,0.82791,0.84211,0.90815,0.59684,2.51127,1.66196,2.6825,0.0089605,0.0089605,0.0089605
107,2042.42,2.20586,1.29446,2.2882,0.77952,0.83158,0.85072,0.53292,3.16597,1.98021,3.80612,0.0089506,0.0089506,0.0089506
108,2061.18,2.22088,1.21582,2.28891,0.82422,0.86316,0.89227,0.57911,2.62638,2.02159,3.19807,0.0089407,0.0089407,0.0089407
109,2079.96,2.16795,1.19603,2.24608,0.83125,0.87368,0.90904,0.62797,2.38548,1.36594,2.85948,0.0089308,0.0089308,0.0089308
110,2098.77,2.18998,1.27774,2.27517,0.88151,0.8,0.91731,0.60452,2.59995,1.26148,2.97826,0.0089209,0.0089209,0.0089209
111,2117.53,2.11924,1.19503,2.24801,0.82721,0.91579,0.90006,0.58797,2.76985,1.43534,3.14043,0.008911,0.008911,0.008911
112,2136.31,2.16923,1.23584,2.25205,0.79247,0.88433,0.88247,0.59851,2.52819,1.3702,2.62105,0.0089011,0.0089011,0.0089011
113,2155.07,2.13578,1.19158,2.21529,0.85499,0.80688,0.89047,0.60856,2.42675,1.36849,2.56096,0.0088912,0.0088912,0.0088912
114,2173.82,2.08735,1.26243,2.20156,0.75438,0.80825,0.83338,0.57797,2.51177,1.84175,2.60647,0.0088813,0.0088813,0.0088813
115,2192.63,2.17269,1.30119,2.27022,0.76674,0.87368,0.85309,0.57802,2.4956,1.72694,2.58708,0.0088714,0.0088714,0.0088714
116,2211.35,2.13428,1.20155,2.25142,0.7791,0.8539,0.86264,0.57287,2.58415,1.77776,2.65345,0.0088615,0.0088615,0.0088615
117,2230.1,2.15733,1.1785,2.23771,0.77701,0.86316,0.89209,0.60848,2.93868,1.39522,3.59446,0.0088516,0.0088516,0.0088516
118,2248.88,2.18799,1.20813,2.24484,0.81967,0.89474,0.90207,0.61629,2.33131,1.49835,2.47953,0.0088417,0.0088417,0.0088417
119,2267.65,2.14771,1.24172,2.22302,0.87042,0.85263,0.91187,0.63442,2.21647,1.65949,2.48734,0.0088318,0.0088318,0.0088318
120,2286.47,2.11345,1.17854,2.18446,0.90628,0.82105,0.91046,0.63426,2.37948,1.33606,2.81843,0.0088219,0.0088219,0.0088219
121,2305.23,2.09209,1.16608,2.22989,0.85572,0.82105,0.89874,0.63143,2.31354,1.32786,2.84458,0.008812,0.008812,0.008812
122,2324.01,2.15267,1.23984,2.23194,0.83456,0.8496,0.90365,0.61958,2.41846,1.34884,2.93245,0.0088021,0.0088021,0.0088021
123,2342.79,2.09859,1.26726,2.23328,0.81505,0.88138,0.8895,0.60836,2.0974,1.25706,2.32601,0.0087922,0.0087922,0.0087922
124,2361.53,2.06086,1.16186,2.17731,0.89374,0.90526,0.94028,0.64384,2.48954,1.20815,2.96198,0.0087823,0.0087823,0.0087823
125,2380.32,2.07236,1.19065,2.24413,0.82496,0.90526,0.91531,0.62674,2.45287,1.37422,2.92672,0.0087724,0.0087724,0.0087724
126,2399.05,2.12391,1.16467,2.21395,0.80267,0.85637,0.89058,0.57644,2.74647,1.39639,3.44063,0.0087625,0.0087625,0.0087625
127,2417.79,2.04516,1.16712,2.20291,0.79158,0.91955,0.90699,0.61059,2.67562,1.37672,3.40252,0.0087526,0.0087526,0.0087526
128,2436.55,2.14575,1.19484,2.25253,0.77567,0.86316,0.87759,0.58005,2.96791,1.37533,3.61943,0.0087427,0.0087427,0.0087427
129,2455.3,2.10397,1.20271,2.19219,0.83772,0.86945,0.91707,0.61338,2.5013,1.71496,2.62433,0.0087328,0.0087328,0.0087328
130,2474.03,2.04448,1.14519,2.16363,0.84053,0.86316,0.90528,0.61931,2.33583,1.60523,2.51037,0.0087229,0.0087229,0.0087229
131,2492.76,2.05066,1.13367,2.20284,0.82506,0.84397,0.91475,0.58974,2.88758,1.48798,3.37785,0.008713,0.008713,0.008713
132,2511.5,2.07147,1.22964,2.22679,0.86167,0.83158,0.90413,0.61456,2.29356,1.29875,2.61136,0.0087031,0.0087031,0.0087031
133,2530.35,2.09417,1.15994,2.21863,0.79429,0.85355,0.88336,0.58815,2.8651,1.47125,3.27945,0.0086932,0.0086932,0.0086932
134,2549.14,2.06771,1.12739,2.17297,0.82896,0.86316,0.90976,0.6271,2.5436,1.21981,2.90773,0.0086833,0.0086833,0.0086833
135,2567.95,2.09421,1.15631,2.22157,0.81848,0.80689,0.84233,0.57511,2.749,1.61756,3.4583,0.0086734,0.0086734,0.0086734
136,2586.79,2.05535,1.1735,2.20281,0.89721,0.82693,0.89092,0.60696,2.51187,1.41807,2.97917,0.0086635,0.0086635,0.0086635
137,2605.61,2.14157,1.15243,2.21195,0.85341,0.79671,0.85715,0.56688,2.4698,1.52376,2.91407,0.0086536,0.0086536,0.0086536
138,2624.39,2.05402,1.14538,2.20572,0.7725,0.85788,0.87779,0.57711,2.9526,1.38856,3.60958,0.0086437,0.0086437,0.0086437
139,2643.19,2.03219,1.12752,2.19812,0.8315,0.83158,0.89605,0.60833,2.5185,1.31957,2.87385,0.0086338,0.0086338,0.0086338
140,2662.02,2.04182,1.14247,2.17032,0.83488,0.82105,0.88386,0.57982,2.60833,1.41647,2.97745,0.0086239,0.0086239,0.0086239
141,2680.85,2.04091,1.14899,2.18637,0.83975,0.85263,0.91969,0.62502,2.51473,1.25446,2.92614,0.008614,0.008614,0.008614
142,2699.61,2.05895,1.13851,2.20262,0.84432,0.81053,0.88528,0.62305,2.54644,1.28066,2.89323,0.0086041,0.0086041,0.0086041
143,2718.38,2.01406,1.08611,2.13479,0.90463,0.8,0.90062,0.63151,2.32863,1.23828,2.53239,0.0085942,0.0085942,0.0085942
144,2737.2,2.09732,1.14446,2.20326,0.85205,0.85263,0.90656,0.60879,2.55866,1.12366,2.91314,0.0085843,0.0085843,0.0085843
145,2755.96,2.07568,1.1456,2.21177,0.82272,0.87368,0.91129,0.6296,2.43761,1.16416,2.83137,0.0085744,0.0085744,0.0085744
146,2774.74,1.9857,1.07911,2.18796,0.85087,0.9009,0.90152,0.6027,2.56118,1.49496,3.06244,0.0085645,0.0085645,0.0085645
147,2793.49,1.93999,1.08334,2.18292,0.87191,0.86316,0.90993,0.63016,2.36131,1.20762,2.48525,0.0085546,0.0085546,0.0085546
148,2812.3,2.03995,1.13714,2.20494,0.8192,0.88421,0.90967,0.62883,2.59042,1.14103,2.89285,0.0085447,0.0085447,0.0085447
149,2831.11,2.06163,1.12011,2.19929,0.87459,0.80754,0.90051,0.62355,2.83509,1.35205,3.56703,0.0085348,0.0085348,0.0085348
150,2849.88,2.02197,1.1374,2.19356,0.83604,0.85883,0.90782,0.64083,2.82954,1.35008,3.50347,0.0085249,0.0085249,0.0085249
151,2868.62,2.00374,1.14783,2.201,0.7906,0.91407,0.90785,0.63333,2.6357,1.25767,3.09026,0.008515,0.008515,0.008515
152,2887.38,2.04179,1.11758,2.1956,0.81819,0.81053,0.89376,0.59658,2.46942,1.47823,2.9786,0.0085051,0.0085051,0.0085051
153,2906.13,2.06707,1.14331,2.18619,0.82341,0.89474,0.91356,0.6023,2.64899,1.28228,3.0677,0.0084952,0.0084952,0.0084952
154,2924.87,2.05661,1.10812,2.18287,0.78691,0.87368,0.90716,0.6012,2.76987,1.56533,3.5187,0.0084853,0.0084853,0.0084853
155,2943.65,1.99977,1.11055,2.14775,0.82255,0.78947,0.87704,0.58008,2.75947,1.43883,3.46921,0.0084754,0.0084754,0.0084754
156,2962.42,1.93652,1.04799,2.11531,0.86284,0.79466,0.88296,0.57983,2.6179,1.30845,3.33009,0.0084655,0.0084655,0.0084655
157,2981.14,1.92541,1.03274,2.11112,0.87009,0.84604,0.91364,0.61622,2.61049,1.2973,3.04925,0.0084556,0.0084556,0.0084556
158,2999.91,1.95921,1.07593,2.12584,0.90093,0.83158,0.92592,0.61601,2.69889,1.31675,3.30685,0.0084457,0.0084457,0.0084457
159,3018.77,1.91722,1.04471,2.09135,0.76495,0.93684,0.90866,0.60937,2.5732,1.27671,2.80738,0.0084358,0.0084358,0.0084358
160,3037.57,1.99987,1.07243,2.13064,0.86134,0.78466,0.87539,0.5912,2.61555,1.46428,3.1933,0.0084259,0.0084259,0.0084259
161,3056.33,1.94513,0.99381,2.13865,0.83419,0.84734,0.91341,0.6177,2.76363,1.26897,3.47146,0.008416,0.008416,0.008416
162,3075.14,1.88442,1.00953,2.10135,0.80273,0.87368,0.89984,0.62836,2.38348,1.64257,2.60547,0.0084061,0.0084061,0.0084061
163,3093.92,1.95095,1.09935,2.17621,0.8527,0.91405,0.94359,0.63877,2.63104,1.42966,3.10219,0.0083962,0.0083962,0.0083962
164,3112.69,1.9317,1.05526,2.14003,0.83136,0.88217,0.91615,0.61464,2.64746,1.5379,3.08508,0.0083863,0.0083863,0.0083863
165,3131.47,1.94175,1.05442,2.10429,0.85613,0.93962,0.93337,0.6415,2.56169,1.18094,3.24972,0.0083764,0.0083764,0.0083764
166,3150.34,1.92925,1.03307,2.16528,0.86788,0.86316,0.89521,0.6032,2.40295,5.09837,2.78859,0.0083665,0.0083665,0.0083665
167,3169.12,1.95585,1.10343,2.16531,0.8284,0.89474,0.92429,0.6198,2.52097,1.20413,2.97954,0.0083566,0.0083566,0.0083566
168,3187.89,1.98643,1.10343,2.15206,0.84893,0.82814,0.92437,0.6016,2.70532,1.22466,3.42466,0.0083467,0.0083467,0.0083467
169,3206.65,1.92357,1.02923,2.12313,0.9048,0.83158,0.93412,0.63398,2.26996,1.36781,2.57439,0.0083368,0.0083368,0.0083368
170,3225.49,1.91801,0.99041,2.10128,0.83177,0.93684,0.9397,0.62832,2.53128,1.24428,3.1943,0.0083269,0.0083269,0.0083269
171,3244.26,1.98697,1.07767,2.19549,0.8818,0.87368,0.93992,0.65512,2.55076,1.21186,3.04899,0.008317,0.008317,0.008317
172,3263.12,1.91872,1.03038,2.12879,0.81896,0.85263,0.89581,0.63529,2.38155,1.27661,2.868,0.0083071,0.0083071,0.0083071
173,3281.95,1.90187,1.07955,2.09891,0.83317,0.86316,0.90633,0.61833,2.60075,1.61961,3.25766,0.0082972,0.0082972,0.0082972
174,3300.81,1.87592,1.06752,2.08248,0.83453,0.9025,0.91513,0.63157,2.28329,1.10215,2.49405,0.0082873,0.0082873,0.0082873
175,3319.54,1.93337,1.11908,2.14471,0.90088,0.86102,0.91312,0.62642,2.33494,1.2477,2.6656,0.0082774,0.0082774,0.0082774
176,3338.32,1.91048,1.05652,2.11923,0.85874,0.7679,0.88424,0.59483,2.35083,1.23425,2.60361,0.0082675,0.0082675,0.0082675
177,3357.11,1.95311,1.0513,2.15218,0.9046,0.89837,0.92735,0.61549,2.34793,1.24885,2.70329,0.0082576,0.0082576,0.0082576
178,3375.93,1.87854,1.01998,2.12898,0.85956,0.82105,0.89018,0.58502,2.72335,1.39317,3.41864,0.0082477,0.0082477,0.0082477
179,3394.67,1.88971,1.04887,2.15825,0.82343,0.88363,0.89135,0.58183,2.76427,1.41482,3.24582,0.0082378,0.0082378,0.0082378
180,3413.46,1.92259,1.07793,2.13442,0.84085,0.8,0.86429,0.60357,2.26727,1.34533,2.63682,0.0082279,0.0082279,0.0082279
181,3432.28,1.88932,1.06555,2.13842,0.84623,0.81099,0.90474,0.63023,2.44476,1.34715,2.92317,0.008218,0.008218,0.008218
182,3451.04,1.87033,1.01975,2.12652,0.84116,0.95789,0.92895,0.60366,2.56473,1.23741,3.27516,0.0082081,0.0082081,0.0082081
183,3469.79,1.88789,1.03527,2.12743,0.93436,0.8,0.92557,0.61999,2.61017,1.27297,2.90593,0.0081982,0.0081982,0.0081982
184,3488.58,1.98542,1.16007,2.15365,0.85731,0.82219,0.89765,0.59394,2.50144,1.27872,2.95211,0.0081883,0.0081883,0.0081883
185,3507.34,1.88408,1.10701,2.12209,0.79436,0.81327,0.88554,0.61055,2.23712,1.2364,2.52353,0.0081784,0.0081784,0.0081784
