epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2778.58,0.92808,0.53432,1.10613,0.87732,0.93684,0.93639,0.65919,1.19217,0.62666,1.45858,0.001406,0.001406,0.001406
182,2793.82,0.90877,0.51562,1.10351,0.9051,0.94737,0.94477,0.66878,1.28638,0.56533,1.69156,0.0014027,0.0014027,0.0014027
183,2809.09,0.95989,0.53171,1.12679,0.90513,0.87368,0.9313,0.63416,1.37475,0.83207,1.70435,0.0013994,0.0013994,0.0013994
184,2824.37,0.93943,0.56183,1.10923,0.87272,0.93825,0.95496,0.6516,1.22572,0.63131,1.52457,0.0013961,0.0013961,0.0013961
185,2839.59,0.94518,0.55986,1.11552,0.87148,0.92791,0.95634,0.66379,1.04799,0.56693,1.38896,0.0013928,0.0013928,0.0013928
186,2854.81,0.95336,0.54865,1.10885,0.92287,0.8816,0.9455,0.65451,1.23949,0.6695,1.4873,0.0013895,0.0013895,0.0013895
187,2870.12,0.92004,0.52497,1.09723,0.88044,0.91579,0.93511,0.64681,1.15443,0.61884,1.49591,0.0013862,0.0013862,0.0013862
188,2885.41,0.91898,0.52614,1.10414,0.91989,0.91579,0.94779,0.66094,1.2627,0.66472,1.51357,0.0013829,0.0013829,0.0013829
189,2900.68,0.93894,0.53744,1.1123,0.8987,0.94737,0.95647,0.6678,1.15275,0.61211,1.44757,0.0013796,0.0013796,0.0013796
190,2915.99,0.94981,0.52889,1.12279,0.92594,0.94737,0.95315,0.65714,1.3606,0.60246,1.66286,0.0013763,0.0013763,0.0013763
191,2931.29,0.91196,0.52564,1.0884,0.86329,0.93066,0.94171,0.64037,1.31437,0.68904,1.62734,0.001373,0.001373,0.001373
192,2946.55,0.90928,0.53064,1.10144,0.9225,0.94737,0.97333,0.67716,1.15689,0.57341,1.44196,0.0013697,0.0013697,0.0013697
193,2961.92,0.94029,0.55275,1.1317,0.91743,0.91579,0.96184,0.61788,1.38489,0.58601,1.6826,0.0013664,0.0013664,0.0013664
194,2977.26,0.88447,0.52595,1.0892,0.89838,0.92632,0.95212,0.64733,1.20749,0.63763,1.48797,0.0013631,0.0013631,0.0013631
195,2992.52,0.90711,0.52138,1.07672,0.89752,0.89474,0.93582,0.65407,1.12795,0.55644,1.43835,0.0013598,0.0013598,0.0013598
196,3007.76,0.93233,0.51335,1.10302,0.89983,0.93684,0.94106,0.65743,1.14182,0.56396,1.43182,0.0013565,0.0013565,0.0013565
197,3023.11,0.93413,0.53684,1.09179,0.91675,0.93684,0.96163,0.6625,1.2017,0.56827,1.47563,0.0013532,0.0013532,0.0013532
198,3038.34,0.89788,0.51973,1.10634,0.88772,0.92632,0.9454,0.66237,1.19436,0.56931,1.63166,0.0013499,0.0013499,0.0013499
199,3053.76,0.92961,0.51826,1.08995,0.91557,0.91579,0.9465,0.62549,1.41618,0.62381,1.8488,0.0013466,0.0013466,0.0013466
200,3069,0.92257,0.53543,1.11397,0.89959,0.94305,0.94824,0.63762,1.36584,0.6026,1.72761,0.0013433,0.0013433,0.0013433
201,3084.23,0.91244,0.51437,1.10785,0.89117,0.93684,0.93025,0.65549,1.21797,0.56231,1.5301,0.00134,0.00134,0.00134
202,3099.47,0.88194,0.50923,1.0635,0.91641,0.90526,0.94813,0.66495,1.21703,0.52843,1.63882,0.0013367,0.0013367,0.0013367
203,3114.85,0.90823,0.53536,1.11616,0.8972,0.89474,0.91456,0.63365,1.35127,0.62998,1.76021,0.0013334,0.0013334,0.0013334
204,3130.08,0.89535,0.51314,1.07197,0.89543,0.90137,0.93829,0.65691,1.22239,0.58381,1.52768,0.0013301,0.0013301,0.0013301
205,3145.45,0.91677,0.54522,1.07682,0.90618,0.91503,0.9363,0.64369,1.19553,0.71999,1.49875,0.0013268,0.0013268,0.0013268
206,3160.64,0.89361,0.52398,1.08375,0.91527,0.90971,0.93483,0.66753,1.13784,0.63889,1.40794,0.0013235,0.0013235,0.0013235
207,3175.85,0.91651,0.52653,1.11661,0.89832,0.91579,0.95382,0.65807,1.27495,0.62124,1.5316,0.0013202,0.0013202,0.0013202
208,3191.12,0.90538,0.50882,1.093,0.90152,0.90526,0.93917,0.64466,1.33204,0.62538,1.66409,0.0013169,0.0013169,0.0013169
209,3206.36,0.94131,0.54088,1.11949,0.89798,0.92653,0.9494,0.66116,1.24958,0.58248,1.52223,0.0013136,0.0013136,0.0013136
210,3221.58,0.91709,0.53255,1.08965,0.8711,0.90526,0.93211,0.637,1.28979,0.75857,1.66193,0.0013103,0.0013103,0.0013103
211,3236.96,0.87704,0.50937,1.07706,0.87486,0.95665,0.93518,0.6377,1.31491,0.61355,1.74506,0.001307,0.001307,0.001307
212,3252.28,0.88268,0.51067,1.06571,0.88698,0.93684,0.94005,0.62997,1.38092,0.65969,1.80496,0.0013037,0.0013037,0.0013037
213,3267.55,0.8881,0.51494,1.09176,0.92622,0.92506,0.95235,0.65362,1.28836,0.58544,1.6929,0.0013004,0.0013004,0.0013004
214,3282.9,0.90688,0.53187,1.09594,0.91808,0.94375,0.93925,0.63583,1.22185,0.66382,1.55561,0.0012971,0.0012971,0.0012971
215,3298.15,0.91634,0.52462,1.08487,0.87937,0.90526,0.92861,0.63091,1.39207,0.69062,1.7434,0.0012938,0.0012938,0.0012938
216,3313.41,0.90105,0.51736,1.08412,0.89651,0.91194,0.93868,0.66167,1.19016,0.59432,1.43246,0.0012905,0.0012905,0.0012905
217,3328.62,0.91204,0.51882,1.0966,0.91937,0.89474,0.94841,0.65951,1.40242,0.62027,1.71011,0.0012872,0.0012872,0.0012872
218,3343.89,0.90403,0.5155,1.08135,0.89233,0.91579,0.9425,0.66551,1.19787,0.60193,1.51317,0.0012839,0.0012839,0.0012839
219,3359.09,0.87062,0.48925,1.06476,0.88415,0.94737,0.93719,0.65717,1.15057,0.58566,1.44433,0.0012806,0.0012806,0.0012806
220,3374.49,0.85971,0.48953,1.06613,0.88984,0.93535,0.9307,0.63013,1.2378,0.69516,1.56743,0.0012773,0.0012773,0.0012773
221,3389.72,0.86406,0.49692,1.0653,0.89068,0.89474,0.93343,0.64119,1.18141,0.60007,1.48372,0.001274,0.001274,0.001274
222,3404.97,0.87297,0.50607,1.05371,0.86416,0.94737,0.9386,0.64625,1.15005,0.56404,1.4286,0.0012707,0.0012707,0.0012707
223,3420.21,0.86381,0.50216,1.07968,0.87469,0.96842,0.95148,0.65201,1.12792,0.59088,1.40336,0.0012674,0.0012674,0.0012674
224,3435.44,0.88494,0.51028,1.08702,0.90751,0.97895,0.96493,0.66256,1.18772,0.56739,1.44182,0.0012641,0.0012641,0.0012641
225,3450.72,0.90189,0.50033,1.06797,0.89325,0.90526,0.94036,0.64055,1.17009,0.58125,1.44774,0.0012608,0.0012608,0.0012608
226,3465.89,0.87859,0.49909,1.07708,0.89733,0.92004,0.94347,0.65371,1.19771,0.57909,1.46561,0.0012575,0.0012575,0.0012575
227,3481.16,0.86484,0.48413,1.05899,0.91378,0.92632,0.94226,0.66987,1.18313,0.57575,1.42191,0.0012542,0.0012542,0.0012542
228,3496.34,0.89134,0.4918,1.09165,0.87924,0.92632,0.93399,0.63336,1.2907,0.63539,1.61528,0.0012509,0.0012509,0.0012509
229,3511.55,0.89098,0.50765,1.07598,0.9295,0.85263,0.92061,0.60584,1.29696,0.61928,1.69779,0.0012476,0.0012476,0.0012476
230,3526.76,0.86168,0.50393,1.07694,0.90389,0.89096,0.93402,0.62672,1.26169,0.63933,1.55606,0.0012443,0.0012443,0.0012443
231,3541.96,0.87192,0.49191,1.07016,0.84635,0.93684,0.94124,0.65465,1.20159,0.60623,1.48299,0.001241,0.001241,0.001241
232,3557.3,0.88363,0.49739,1.06351,0.87902,0.91579,0.93847,0.64932,1.19946,0.58976,1.47044,0.0012377,0.0012377,0.0012377
233,3572.68,0.87667,0.49376,1.06988,0.9319,0.91579,0.93394,0.64944,1.27697,0.6868,1.50634,0.0012344,0.0012344,0.0012344
234,3587.92,0.86489,0.4892,1.07772,0.93594,0.92277,0.94161,0.63997,1.22913,0.62603,1.51749,0.0012311,0.0012311,0.0012311
235,3603.17,0.85423,0.48061,1.06523,0.90984,0.93684,0.94403,0.64615,1.20562,0.62934,1.50329,0.0012278,0.0012278,0.0012278
236,3618.35,0.8399,0.47776,1.06431,0.90862,0.87368,0.9229,0.64754,1.17603,0.74424,1.44763,0.0012245,0.0012245,0.0012245
237,3633.54,0.87549,0.48134,1.07969,0.90783,0.93317,0.94335,0.64525,1.27854,0.54438,1.51772,0.0012212,0.0012212,0.0012212
238,3648.75,0.86753,0.48611,1.05927,0.9079,0.93396,0.93946,0.62765,1.37157,0.69322,1.58664,0.0012179,0.0012179,0.0012179
239,3663.98,0.85956,0.50232,1.07092,0.89743,0.921,0.93484,0.63717,1.39023,0.70239,1.65192,0.0012146,0.0012146,0.0012146
240,3679.21,0.81965,0.47334,1.04957,0.91709,0.97895,0.95624,0.66012,1.20906,0.6091,1.47771,0.0012113,0.0012113,0.0012113
241,3694.38,0.84382,0.4943,1.06041,0.90771,0.93181,0.94094,0.65127,1.37343,0.62089,1.68843,0.001208,0.001208,0.001208
242,3709.56,0.84932,0.49419,1.05917,0.88742,0.9127,0.94042,0.63773,1.31261,0.62357,1.57319,0.0012047,0.0012047,0.0012047
243,3724.78,0.87963,0.5112,1.07739,0.90533,0.90602,0.94479,0.65832,1.34477,0.61054,1.68299,0.0012014,0.0012014,0.0012014
244,3740.05,0.84791,0.48102,1.06499,0.89508,0.89474,0.93813,0.64923,1.22988,0.63037,1.56742,0.0011981,0.0011981,0.0011981
245,3755.28,0.85219,0.4817,1.07527,0.86979,0.9141,0.93794,0.63801,1.2988,0.58328,1.72998,0.0011948,0.0011948,0.0011948
246,3770.54,0.85127,0.47698,1.06222,0.91576,0.91548,0.94206,0.66442,1.22381,0.57358,1.57355,0.0011915,0.0011915,0.0011915
247,3785.77,0.8768,0.49079,1.08514,0.89291,0.88421,0.9245,0.62655,1.35516,0.62203,1.71024,0.0011882,0.0011882,0.0011882
248,3800.99,0.83789,0.46841,1.05728,0.84738,0.90526,0.92038,0.63515,1.26942,0.6632,1.58941,0.0011849,0.0011849,0.0011849
249,3816.2,0.84232,0.48734,1.06809,0.90801,0.93684,0.93677,0.63891,1.31949,0.63841,1.67419,0.0011816,0.0011816,0.0011816
250,3831.46,0.83841,0.48575,1.04416,0.90798,0.93485,0.93391,0.6415,1.22495,0.61011,1.58747,0.0011783,0.0011783,0.0011783
251,3846.63,0.84073,0.4869,1.06208,0.91163,0.88421,0.91372,0.63002,1.32112,0.58807,1.69779,0.001175,0.001175,0.001175
252,3861.86,0.83896,0.49205,1.07722,0.9139,0.90526,0.93291,0.63955,1.38115,0.63737,1.74873,0.0011717,0.0011717,0.0011717
253,3877.2,0.83031,0.48668,1.06228,0.9089,0.94519,0.94937,0.6403,1.20466,0.63984,1.47122,0.0011684,0.0011684,0.0011684
254,3892.52,0.82931,0.46982,1.05361,0.9163,0.88421,0.93157,0.63489,1.17377,0.67587,1.45466,0.0011651,0.0011651,0.0011651
255,3907.77,0.82151,0.47757,1.04013,0.88852,0.95789,0.94728,0.65039,1.21147,0.66708,1.48976,0.0011618,0.0011618,0.0011618
256,3922.98,0.85534,0.48444,1.05665,0.87996,0.92601,0.92888,0.64666,1.18943,0.65615,1.47489,0.0011585,0.0011585,0.0011585
257,3938.22,0.83037,0.47836,1.05955,0.9232,0.8858,0.94907,0.6415,1.18699,0.59687,1.4401,0.0011552,0.0011552,0.0011552
258,3953.48,0.84208,0.4779,1.06223,0.85168,0.96711,0.9531,0.65149,1.17028,0.56073,1.43636,0.0011519,0.0011519,0.0011519
259,3968.72,0.85683,0.47679,1.04825,0.8774,0.92632,0.94333,0.64105,1.31868,0.63307,1.60379,0.0011486,0.0011486,0.0011486
260,3983.96,0.81951,0.49221,1.04033,0.91357,0.91579,0.94975,0.64242,1.25033,0.63684,1.506,0.0011453,0.0011453,0.0011453
261,3999.19,0.82743,0.48362,1.05175,0.88629,0.89474,0.92474,0.61055,1.32858,0.6617,1.67328,0.001142,0.001142,0.001142
262,4014.45,0.83447,0.47597,1.04352,0.90158,0.90526,0.92175,0.63031,1.33763,0.64968,1.66502,0.0011387,0.0011387,0.0011387
263,4029.64,0.80447,0.45246,1.03484,0.92107,0.88421,0.93637,0.62835,1.41401,0.61201,1.76012,0.0011354,0.0011354,0.0011354
264,4044.84,0.81257,0.45395,1.04205,0.86754,0.94737,0.94303,0.63887,1.31658,0.59046,1.6826,0.0011321,0.0011321,0.0011321
265,4060.03,0.82642,0.45962,1.0454,0.93382,0.89474,0.94373,0.66468,1.19277,0.60496,1.4969,0.0011288,0.0011288,0.0011288
266,4075.21,0.81251,0.46427,1.06119,0.84522,0.93684,0.92923,0.64945,1.16504,0.6112,1.4648,0.0011255,0.0011255,0.0011255
267,4090.44,0.83058,0.47386,1.04069,0.84447,0.93684,0.93769,0.65092,1.32469,0.56973,1.63844,0.0011222,0.0011222,0.0011222
268,4105.65,0.81814,0.45859,1.03846,0.87637,0.90526,0.92688,0.64102,1.27269,0.56832,1.73409,0.0011189,0.0011189,0.0011189
269,4120.88,0.81248,0.47048,1.04506,0.86986,0.94737,0.9563,0.66411,1.30822,0.55406,1.7209,0.0011156,0.0011156,0.0011156
270,4136.09,0.80615,0.48625,1.05702,0.88303,0.91579,0.94734,0.6717,1.30784,0.55404,1.68945,0.0011123,0.0011123,0.0011123
271,4151.34,0.81444,0.45372,1.03609,0.86321,0.92632,0.93589,0.64814,1.22608,0.55943,1.49945,0.001109,0.001109,0.001109
272,4166.52,0.83671,0.47038,1.03708,0.90517,0.93684,0.96059,0.66552,1.34414,0.58593,1.70521,0.0011057,0.0011057,0.0011057
273,4181.74,0.80774,0.45502,1.02688,0.88944,0.94737,0.94931,0.6588,1.29288,0.54427,1.64316,0.0011024,0.0011024,0.0011024
274,4196.96,0.798,0.45648,1.02994,0.89756,0.92632,0.94606,0.67112,1.26829,0.53501,1.65021,0.0010991,0.0010991,0.0010991
275,4212.26,0.80674,0.45643,1.04501,0.90459,0.93684,0.95664,0.67881,1.2581,0.51587,1.58283,0.0010958,0.0010958,0.0010958
276,4227.52,0.80637,0.46654,1.0436,0.88833,0.94737,0.93851,0.65219,1.19574,0.56584,1.48397,0.0010925,0.0010925,0.0010925
277,4242.78,0.80077,0.44734,1.02303,0.89769,0.92364,0.9347,0.65388,1.28225,0.56719,1.62168,0.0010892,0.0010892,0.0010892
278,4257.99,0.77274,0.45604,1.01288,0.92221,0.92632,0.94178,0.65187,1.30412,0.57434,1.68382,0.0010859,0.0010859,0.0010859
279,4273.25,0.80018,0.47873,1.02393,0.9059,0.91205,0.96243,0.67551,1.19225,0.58401,1.51491,0.0010826,0.0010826,0.0010826
280,4288.52,0.78764,0.45507,1.0255,0.83516,0.97895,0.95933,0.65957,1.28233,0.57992,1.71543,0.0010793,0.0010793,0.0010793
281,4303.79,0.80658,0.45723,1.04091,0.86304,0.92861,0.95427,0.65368,1.29264,0.59351,1.73733,0.001076,0.001076,0.001076
282,4319.03,0.81797,0.45544,1.0325,0.84258,0.95777,0.95679,0.65771,1.32598,0.54362,1.6855,0.0010727,0.0010727,0.0010727
283,4334.28,0.80859,0.46019,1.03628,0.84341,0.96382,0.94795,0.66,1.16885,0.56887,1.47966,0.0010694,0.0010694,0.0010694
284,4349.52,0.82437,0.4507,1.05518,0.88097,0.9349,0.9536,0.65966,1.25479,0.58063,1.53666,0.0010661,0.0010661,0.0010661
285,4364.76,0.81422,0.46111,1.03939,0.87487,0.94737,0.94891,0.66109,1.21697,0.54119,1.54141,0.0010628,0.0010628,0.0010628
286,4380.02,0.78288,0.44765,1.02938,0.9085,0.94737,0.96057,0.65714,1.29073,0.54469,1.68491,0.0010595,0.0010595,0.0010595
287,4395.25,0.80635,0.4407,1.03611,0.92029,0.92632,0.95845,0.64456,1.27486,0.56676,1.70441,0.0010562,0.0010562,0.0010562
288,4410.48,0.79202,0.46134,1.02071,0.91649,0.89474,0.96071,0.66564,1.23867,0.54115,1.63333,0.0010529,0.0010529,0.0010529
289,4425.75,0.79168,0.47137,1.02936,0.9193,0.95925,0.96409,0.65339,1.28901,0.52747,1.65582,0.0010496,0.0010496,0.0010496
290,4441.05,0.76676,0.45477,1.02774,0.87908,0.9183,0.94049,0.64257,1.36118,0.60395,1.76241,0.0010463,0.0010463,0.0010463
291,4456.32,0.79061,0.44941,1.03657,0.89754,0.92213,0.95397,0.65552,1.31944,0.58454,1.73805,0.001043,0.001043,0.001043
292,4471.54,0.79065,0.45901,1.02875,0.8554,0.94737,0.94405,0.63215,1.3021,0.59301,1.73644,0.0010397,0.0010397,0.0010397
293,4486.76,0.796,0.46258,1.03872,0.89893,0.93625,0.95629,0.65752,1.29351,0.55014,1.66553,0.0010364,0.0010364,0.0010364
294,4502.01,0.77227,0.44174,1.00924,0.89397,0.90526,0.9326,0.63663,1.30974,0.57252,1.69422,0.0010331,0.0010331,0.0010331
295,4517.27,0.78112,0.44889,1.02353,0.88221,0.95789,0.94844,0.64583,1.25221,0.59834,1.54465,0.0010298,0.0010298,0.0010298
296,4532.55,0.79085,0.43803,1.03359,0.88124,0.95789,0.94451,0.64723,1.19143,0.64795,1.51206,0.0010265,0.0010265,0.0010265
297,4547.8,0.7673,0.44064,1.03072,0.92254,0.92632,0.9444,0.64058,1.21643,0.63353,1.55608,0.0010232,0.0010232,0.0010232
298,4563.05,0.78709,0.43361,1.01752,0.90369,0.92632,0.94355,0.66276,1.16675,0.61469,1.51392,0.0010199,0.0010199,0.0010199
299,4578.32,0.77966,0.45657,1.03054,0.91004,0.90526,0.94508,0.64834,1.31528,0.56718,1.72267,0.0010166,0.0010166,0.0010166
300,4593.75,0.77499,0.44126,1.02466,0.91428,0.91579,0.94162,0.64838,1.28245,0.56692,1.64508,0.0010133,0.0010133,0.0010133
301,4608.95,0.78972,0.4503,1.0275,0.9028,0.91579,0.95035,0.66961,1.16801,0.57564,1.48227,0.00101,0.00101,0.00101
302,4624.14,0.76959,0.45215,1.03579,0.91512,0.92632,0.9573,0.66585,1.24826,0.54199,1.6434,0.0010067,0.0010067,0.0010067
303,4639.35,0.77269,0.43031,1.02015,0.91528,0.91579,0.94392,0.65152,1.32628,0.60839,1.7067,0.0010034,0.0010034,0.0010034
304,4654.55,0.78761,0.45357,1.01942,0.90964,0.90526,0.9286,0.64251,1.24866,0.58677,1.72038,0.0010001,0.0010001,0.0010001
305,4669.8,0.79093,0.46727,1.01913,0.90789,0.93384,0.9448,0.66463,1.24101,0.56917,1.70726,0.0009968,0.0009968,0.0009968
306,4684.99,0.75044,0.41981,1.01065,0.90686,0.93684,0.95543,0.67003,1.22946,0.53602,1.64373,0.0009935,0.0009935,0.0009935
307,4700.2,0.77898,0.43858,1.02333,0.91307,0.92632,0.95152,0.66674,1.22166,0.52205,1.63705,0.0009902,0.0009902,0.0009902
308,4715.44,0.76959,0.44656,1.02102,0.92463,0.90401,0.94718,0.6438,1.27033,0.57939,1.73347,0.0009869,0.0009869,0.0009869
309,4730.64,0.72416,0.41775,1.00761,0.89928,0.93985,0.94277,0.65262,1.23921,0.56272,1.66841,0.0009836,0.0009836,0.0009836
310,4745.91,0.76921,0.4392,1.01156,0.88585,0.95789,0.94028,0.65802,1.20307,0.54739,1.65465,0.0009803,0.0009803,0.0009803
311,4761.11,0.76319,0.4243,1.01205,0.89077,0.94432,0.94516,0.67791,1.19209,0.54264,1.62324,0.000977,0.000977,0.000977
312,4776.33,0.76219,0.44451,1.02281,0.92541,0.91419,0.94785,0.68055,1.21309,0.52212,1.62356,0.0009737,0.0009737,0.0009737
313,4791.64,0.76584,0.42604,1.01211,0.90901,0.94645,0.95672,0.67714,1.29891,0.54953,1.68791,0.0009704,0.0009704,0.0009704
314,4806.84,0.76824,0.43911,1.00779,0.88054,0.93111,0.93929,0.65946,1.25253,0.58184,1.69165,0.0009671,0.0009671,0.0009671
315,4822.16,0.75922,0.42902,1.00267,0.90846,0.95789,0.94447,0.6516,1.28351,0.56689,1.73104,0.0009638,0.0009638,0.0009638
316,4837.4,0.78158,0.44504,1.02949,0.91723,0.93325,0.95544,0.66082,1.29194,0.59929,1.75026,0.0009605,0.0009605,0.0009605
317,4852.71,0.7759,0.44328,1.00872,0.86773,0.96683,0.95509,0.65692,1.2407,0.55901,1.6546,0.0009572,0.0009572,0.0009572
318,4867.9,0.74051,0.42164,1.00022,0.92396,0.8954,0.94819,0.66217,1.18652,0.55116,1.58787,0.0009539,0.0009539,0.0009539
319,4883.13,0.75067,0.44384,1.01455,0.94487,0.90205,0.95456,0.6755,1.29356,0.53257,1.66409,0.0009506,0.0009506,0.0009506
320,4898.37,0.77349,0.43269,1.00411,0.91121,0.86425,0.95209,0.66073,1.35338,0.59733,1.77604,0.0009473,0.0009473,0.0009473
321,4913.56,0.74994,0.41833,0.9926,0.88329,0.95597,0.95194,0.67516,1.2773,0.56174,1.71158,0.000944,0.000944,0.000944
322,4928.75,0.73536,0.44759,0.99781,0.89087,0.94528,0.94671,0.66905,1.235,0.53344,1.64685,0.0009407,0.0009407,0.0009407
323,4943.96,0.74161,0.4348,1.00613,0.87229,0.95789,0.95588,0.66268,1.18868,0.51218,1.58985,0.0009374,0.0009374,0.0009374
324,4959.17,0.74721,0.42744,1.00251,0.92761,0.88421,0.94836,0.6795,1.19381,0.51548,1.62774,0.0009341,0.0009341,0.0009341
325,4974.37,0.74652,0.43,0.99758,0.88705,0.92632,0.9479,0.66973,1.24698,0.51682,1.70511,0.0009308,0.0009308,0.0009308
326,4989.54,0.75151,0.44745,1.01646,0.92404,0.89642,0.94704,0.67341,1.27665,0.55381,1.74265,0.0009275,0.0009275,0.0009275
327,5004.72,0.74158,0.43175,1.00868,0.86763,0.92632,0.93923,0.66793,1.22934,0.564,1.68084,0.0009242,0.0009242,0.0009242
328,5019.92,0.72298,0.41478,0.99931,0.88802,0.91821,0.94768,0.66953,1.23267,0.54768,1.63593,0.0009209,0.0009209,0.0009209
329,5035.16,0.75676,0.43194,1.01144,0.9139,0.89381,0.94698,0.66698,1.29555,0.58499,1.68799,0.0009176,0.0009176,0.0009176
330,5050.38,0.73213,0.42068,0.99176,0.93824,0.89474,0.94153,0.65353,1.32396,0.58547,1.76128,0.0009143,0.0009143,0.0009143
331,5065.62,0.75133,0.4314,1.01202,0.90691,0.92293,0.94711,0.66203,1.29447,0.5913,1.74123,0.000911,0.000911,0.000911
332,5080.84,0.73738,0.41559,0.98901,0.86365,0.93349,0.94244,0.66839,1.3025,0.58646,1.74359,0.0009077,0.0009077,0.0009077
333,5096.13,0.74208,0.41828,1.01488,0.91252,0.90526,0.95348,0.66083,1.25285,0.55914,1.70717,0.0009044,0.0009044,0.0009044
334,5111.32,0.71214,0.41667,1.01734,0.92383,0.94737,0.9621,0.66322,1.24812,0.54939,1.76356,0.0009011,0.0009011,0.0009011
335,5126.59,0.7352,0.40857,1.01168,0.90275,0.92632,0.95152,0.66597,1.25173,0.56835,1.75557,0.0008978,0.0008978,0.0008978
336,5141.85,0.73013,0.42268,0.9893,0.89999,0.94724,0.9549,0.67903,1.21183,0.56822,1.58626,0.0008945,0.0008945,0.0008945
337,5157.2,0.73318,0.41705,1.01675,0.9139,0.91579,0.93417,0.65897,1.10618,0.57329,1.44462,0.0008912,0.0008912,0.0008912
338,5172.5,0.73873,0.42629,1.00503,0.92764,0.94468,0.95635,0.65442,1.28577,0.5494,1.73219,0.0008879,0.0008879,0.0008879
339,5187.78,0.73052,0.41887,0.97752,0.90593,0.93684,0.95247,0.66315,1.24171,0.54716,1.69726,0.0008846,0.0008846,0.0008846
340,5202.99,0.7274,0.40678,0.97822,0.92573,0.91849,0.95613,0.65717,1.30439,0.57683,1.73332,0.0008813,0.0008813,0.0008813
341,5218.22,0.72887,0.40818,0.99236,0.92567,0.91759,0.94389,0.65224,1.27671,0.51919,1.71924,0.000878,0.000878,0.000878
342,5233.4,0.72292,0.41148,0.98529,0.91822,0.9455,0.94436,0.66109,1.25738,0.51838,1.72016,0.0008747,0.0008747,0.0008747
343,5248.6,0.74514,0.43342,1.02391,0.92396,0.95789,0.95937,0.65706,1.2747,0.55179,1.745,0.0008714,0.0008714,0.0008714
344,5263.83,0.73005,0.42181,0.99495,0.9373,0.94411,0.95872,0.64981,1.29343,0.56457,1.78391,0.0008681,0.0008681,0.0008681
345,5279.08,0.7442,0.42145,0.99988,0.93816,0.93684,0.95518,0.64431,1.29277,0.53676,1.79239,0.0008648,0.0008648,0.0008648
346,5294.3,0.70697,0.39864,0.99786,0.93495,0.93684,0.96397,0.67173,1.25761,0.5427,1.77501,0.0008615,0.0008615,0.0008615
347,5309.54,0.73886,0.42451,1.00126,0.94622,0.926,0.94543,0.66102,1.25577,0.53933,1.7706,0.0008582,0.0008582,0.0008582
348,5324.75,0.70389,0.4141,0.99669,0.92687,0.93394,0.94898,0.66171,1.25845,0.55192,1.76321,0.0008549,0.0008549,0.0008549
349,5339.97,0.74432,0.42532,1.01265,0.93605,0.92632,0.955,0.66899,1.25395,0.5468,1.77928,0.0008516,0.0008516,0.0008516
350,5355.17,0.71251,0.41068,1.00452,0.94176,0.92632,0.96178,0.66129,1.28722,0.5437,1.79535,0.0008483,0.0008483,0.0008483
351,5370.35,0.73103,0.41049,0.99404,0.89907,0.95789,0.95899,0.65849,1.3093,0.55148,1.83775,0.000845,0.000845,0.000845
352,5385.54,0.70412,0.40218,0.98107,0.93437,0.91579,0.94935,0.65369,1.28769,0.53152,1.73769,0.0008417,0.0008417,0.0008417
353,5400.72,0.75904,0.44316,1.03626,0.89828,0.90526,0.92633,0.65063,1.23162,0.5407,1.63879,0.0008384,0.0008384,0.0008384
354,5415.93,0.73033,0.41792,1.00857,0.92908,0.89474,0.94757,0.67281,1.20506,0.54612,1.6092,0.0008351,0.0008351,0.0008351
355,5431.14,0.73164,0.4223,0.99876,0.87603,0.96704,0.94977,0.66962,1.24066,0.5583,1.6312,0.0008318,0.0008318,0.0008318
356,5446.32,0.72455,0.41066,0.99303,0.9074,0.92837,0.95373,0.67554,1.21915,0.56845,1.68394,0.0008285,0.0008285,0.0008285
357,5461.51,0.70719,0.40915,0.98173,0.91586,0.91665,0.95288,0.68164,1.22694,0.5405,1.69009,0.0008252,0.0008252,0.0008252
358,5476.79,0.71692,0.40748,0.99321,0.91655,0.92489,0.95451,0.67713,1.2141,0.5478,1.68352,0.0008219,0.0008219,0.0008219
359,5491.97,0.69406,0.41068,0.97833,0.91633,0.92225,0.95772,0.66392,1.22939,0.54683,1.70189,0.0008186,0.0008186,0.0008186
360,5507.24,0.70615,0.39782,0.97394,0.91568,0.91455,0.94475,0.6607,1.22871,0.54736,1.71962,0.0008153,0.0008153,0.0008153
361,5522.57,0.7145,0.41338,0.98489,0.918,0.89474,0.93941,0.65205,1.23261,0.56671,1.71927,0.000812,0.000812,0.000812
362,5537.77,0.71026,0.40437,0.99317,0.87656,0.91579,0.9407,0.64922,1.26318,0.56279,1.75485,0.0008087,0.0008087,0.0008087
363,5552.97,0.7135,0.4092,0.98861,0.85704,0.95789,0.94324,0.65675,1.27902,0.55805,1.73218,0.0008054,0.0008054,0.0008054
364,5568.19,0.69496,0.40738,0.97573,0.87243,0.93589,0.93671,0.66016,1.28813,0.57767,1.73625,0.0008021,0.0008021,0.0008021
365,5583.4,0.73829,0.42087,0.99768,0.9184,0.91579,0.95399,0.66535,1.25158,0.55469,1.74117,0.0007988,0.0007988,0.0007988
366,5598.61,0.69013,0.41549,0.98509,0.91712,0.93191,0.95193,0.66939,1.26698,0.54972,1.69242,0.0007955,0.0007955,0.0007955
