epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,2737.48,0.98636,0.59404,1.01251,0.90022,0.89474,0.93316,0.63821,1.13977,0.57502,1.07819,0.0082576,0.0082576,0.0082576
178,2752.8,0.93611,0.56925,0.98364,0.85885,0.90526,0.92904,0.63328,1.20431,0.60655,1.10746,0.0082477,0.0082477,0.0082477
179,2768.11,0.95724,0.58071,0.99071,0.86592,0.88421,0.93027,0.65301,1.22529,0.58385,1.09355,0.0082378,0.0082378,0.0082378
180,2783.48,0.96824,0.58071,0.99536,0.83997,0.88421,0.89296,0.60458,1.24724,0.69058,1.16259,0.0082279,0.0082279,0.0082279
181,2798.93,0.95892,0.57712,0.98865,0.86014,0.89474,0.90192,0.60553,1.21831,0.62168,1.12289,0.008218,0.008218,0.008218
182,2814.28,0.94771,0.55916,0.97736,0.91088,0.8607,0.91924,0.62186,1.20544,0.66838,1.1014,0.0082081,0.0082081,0.0082081
183,2829.64,0.94584,0.5526,0.97755,0.89942,0.89474,0.93716,0.65724,1.11454,0.58276,1.06925,0.0081982,0.0081982,0.0081982
184,2844.96,0.9727,0.59725,1.00171,0.85795,0.91579,0.9281,0.65165,1.17245,0.60825,1.08211,0.0081883,0.0081883,0.0081883
185,2860.29,0.95223,0.5692,0.99229,0.86817,0.94737,0.91905,0.64026,1.1506,0.6126,1.08885,0.0081784,0.0081784,0.0081784
186,2875.65,0.96465,0.56102,0.99098,0.8697,0.91579,0.91685,0.6428,1.13554,0.56997,1.08118,0.0081685,0.0081685,0.0081685
187,2890.98,0.93052,0.54779,0.97447,0.8865,0.93684,0.94422,0.64877,1.17364,0.60906,1.09825,0.0081586,0.0081586,0.0081586
188,2906.3,0.93822,0.55459,0.97994,0.83211,0.93908,0.92838,0.62721,1.30183,0.61554,1.14027,0.0081487,0.0081487,0.0081487
189,2921.64,0.93229,0.56389,0.98106,0.88031,0.92903,0.92875,0.65402,1.1951,0.58619,1.07919,0.0081388,0.0081388,0.0081388
190,2936.99,0.97722,0.58004,1.00548,0.86282,0.94737,0.92492,0.6234,1.21809,0.77255,1.12878,0.0081289,0.0081289,0.0081289
191,2952.32,0.9535,0.55521,0.98422,0.86067,0.81053,0.89162,0.60247,1.26156,0.718,1.11683,0.008119,0.008119,0.008119
192,2967.65,0.92703,0.54723,0.98757,0.85202,0.90915,0.9338,0.6526,1.18601,0.59326,1.08715,0.0081091,0.0081091,0.0081091
193,2982.91,0.96182,0.58153,0.98799,0.89789,0.96842,0.96191,0.65892,1.20965,0.58445,1.08597,0.0080992,0.0080992,0.0080992
194,2998.25,0.90982,0.56428,0.97274,0.87495,0.97895,0.9604,0.65758,1.21971,0.62882,1.09173,0.0080893,0.0080893,0.0080893
195,3013.63,0.93282,0.55681,0.96819,0.8667,0.90526,0.91324,0.63473,1.23148,0.6511,1.09988,0.0080794,0.0080794,0.0080794
196,3029.07,0.94033,0.55896,0.97992,0.84438,0.93684,0.93764,0.64341,1.19017,0.61234,1.12044,0.0080695,0.0080695,0.0080695
197,3044.38,0.9389,0.5703,0.99461,0.85141,0.93684,0.9232,0.62782,1.25007,0.58674,1.12401,0.0080596,0.0080596,0.0080596
198,3059.68,0.92719,0.54707,0.98396,0.93568,0.86316,0.9385,0.63656,1.22715,0.62112,1.10057,0.0080497,0.0080497,0.0080497
199,3074.98,0.92947,0.55592,0.97385,0.83671,0.91697,0.92461,0.61454,1.20942,0.6438,1.11169,0.0080398,0.0080398,0.0080398
200,3090.29,0.95397,0.57152,0.99691,0.86116,0.91404,0.91047,0.61975,1.14219,0.60415,1.08117,0.0080299,0.0080299,0.0080299
201,3105.61,0.92404,0.54753,0.98418,0.87981,0.9247,0.91491,0.61366,1.18709,0.60196,1.08992,0.00802,0.00802,0.00802
202,3120.93,0.89043,0.5511,0.9576,0.87584,0.93684,0.95039,0.65611,1.12957,0.58038,1.06821,0.0080101,0.0080101,0.0080101
203,3136.23,0.92716,0.5511,0.98149,0.90277,0.87966,0.95141,0.66302,1.24634,0.60931,1.10507,0.0080002,0.0080002,0.0080002
204,3151.54,0.89954,0.54345,0.95681,0.84676,0.93064,0.91638,0.64123,1.27323,0.6417,1.13694,0.0079903,0.0079903,0.0079903
205,3166.84,0.91638,0.55167,0.9716,0.90215,0.90526,0.95493,0.67274,1.1836,0.63172,1.07893,0.0079804,0.0079804,0.0079804
206,3182.18,0.91907,0.54817,0.96788,0.87269,0.95789,0.94512,0.65515,1.26521,0.71194,1.15973,0.0079705,0.0079705,0.0079705
207,3197.52,0.93727,0.56039,0.9812,0.82042,0.96185,0.93399,0.64596,1.19765,0.73046,1.1474,0.0079606,0.0079606,0.0079606
208,3212.83,0.9333,0.54977,0.96846,0.84931,0.94737,0.94222,0.65708,1.36506,0.62107,1.30105,0.0079507,0.0079507,0.0079507
209,3228.14,0.96409,0.57025,0.99259,0.85696,0.93684,0.93797,0.66236,1.18819,0.5548,1.0765,0.0079408,0.0079408,0.0079408
210,3243.47,0.91159,0.55509,0.96972,0.81518,0.94737,0.94185,0.65083,1.18582,0.56149,1.07724,0.0079309,0.0079309,0.0079309
211,3258.79,0.87994,0.53587,0.96572,0.82867,0.91643,0.92232,0.61663,1.3537,0.64932,1.1879,0.007921,0.007921,0.007921
212,3274.14,0.94197,0.56261,0.97584,0.84241,0.89474,0.9401,0.64217,1.1918,0.61566,1.10072,0.0079111,0.0079111,0.0079111
213,3289.43,0.91249,0.54211,0.977,0.88155,0.89474,0.9253,0.64799,1.18299,0.64298,1.10278,0.0079012,0.0079012,0.0079012
214,3304.74,0.933,0.56513,0.97865,0.88095,0.93684,0.93275,0.63815,1.33995,0.63562,1.22425,0.0078913,0.0078913,0.0078913
215,3320.06,0.91856,0.54038,0.95887,0.89329,0.89474,0.93433,0.64814,1.27016,0.59641,1.11028,0.0078814,0.0078814,0.0078814
216,3335.39,0.92201,0.55806,0.96811,0.90204,0.91579,0.94879,0.65581,1.26619,0.63336,1.16787,0.0078715,0.0078715,0.0078715
217,3350.76,0.90533,0.55133,0.97244,0.89894,0.93628,0.93541,0.6473,1.33137,0.64424,1.23138,0.0078616,0.0078616,0.0078616
218,3366.11,0.92899,0.5557,0.97423,0.87109,0.91579,0.92403,0.635,1.24263,0.56134,1.09057,0.0078517,0.0078517,0.0078517
219,3381.42,0.87412,0.51921,0.96199,0.87649,0.91579,0.92982,0.65544,1.23393,0.56868,1.11488,0.0078418,0.0078418,0.0078418
220,3396.75,0.87641,0.53025,0.96754,0.87258,0.89474,0.93104,0.64647,1.19018,0.61255,1.10714,0.0078319,0.0078319,0.0078319
221,3412.04,0.88442,0.52785,0.96866,0.88259,0.88421,0.90805,0.62308,1.23713,0.58936,1.10493,0.007822,0.007822,0.007822
222,3427.37,0.86734,0.52263,0.95229,0.86785,0.89868,0.91371,0.62574,1.26876,0.63656,1.14494,0.0078121,0.0078121,0.0078121
223,3442.71,0.87791,0.52923,0.96721,0.82428,0.92632,0.93717,0.63347,1.24057,0.5993,1.12336,0.0078022,0.0078022,0.0078022
224,3458.05,0.90897,0.54331,0.96545,0.86275,0.92637,0.94587,0.66548,1.1763,0.56396,1.06247,0.0077923,0.0077923,0.0077923
225,3473.42,0.9071,0.53573,0.9676,0.86866,0.94737,0.94565,0.64751,1.16147,0.57306,1.06075,0.0077824,0.0077824,0.0077824
226,3488.81,0.86789,0.52397,0.94978,0.86769,0.96842,0.95298,0.65098,1.12989,0.56965,1.05032,0.0077725,0.0077725,0.0077725
227,3504.24,0.88539,0.52476,0.94819,0.89499,0.89474,0.95252,0.66878,1.16561,0.56114,1.07741,0.0077626,0.0077626,0.0077626
228,3519.62,0.87839,0.53681,0.9624,0.86127,0.91493,0.94854,0.64248,1.34717,0.62867,1.2094,0.0077527,0.0077527,0.0077527
229,3534.94,0.89445,0.54087,0.96017,0.86251,0.92632,0.94207,0.64253,1.2329,0.61276,1.11059,0.0077428,0.0077428,0.0077428
230,3550.37,0.87027,0.52269,0.96764,0.83119,0.93299,0.91985,0.61,1.34648,0.67811,1.17642,0.0077329,0.0077329,0.0077329
231,3565.66,0.87435,0.50871,0.95723,0.9006,0.88421,0.9442,0.63587,1.35784,0.61778,1.1924,0.007723,0.007723,0.007723
232,3580.96,0.87881,0.52559,0.94202,0.89106,0.91579,0.95074,0.65799,1.24268,0.58492,1.09488,0.0077131,0.0077131,0.0077131
233,3596.27,0.88376,0.5367,0.96427,0.91368,0.8914,0.94169,0.65478,1.18129,0.57607,1.06301,0.0077032,0.0077032,0.0077032
234,3611.58,0.88279,0.53144,0.96351,0.93171,0.82105,0.92993,0.6373,1.27175,0.59075,1.11817,0.0076933,0.0076933,0.0076933
235,3626.91,0.8558,0.52951,0.96073,0.88605,0.87368,0.9232,0.63061,1.2958,0.62001,1.10965,0.0076834,0.0076834,0.0076834
236,3642.21,0.8722,0.52571,0.96212,0.89814,0.85263,0.91212,0.63392,1.25958,0.64681,1.1096,0.0076735,0.0076735,0.0076735
237,3657.52,0.8815,0.53663,0.96073,0.84826,0.8827,0.90268,0.61867,1.33958,0.65531,1.14103,0.0076636,0.0076636,0.0076636
238,3672.8,0.87348,0.51905,0.95317,0.87174,0.84211,0.91512,0.61759,1.45329,0.69744,1.28633,0.0076537,0.0076537,0.0076537
239,3688.15,0.87458,0.54354,0.96219,0.92144,0.87368,0.94065,0.63609,1.32246,0.6772,1.14835,0.0076438,0.0076438,0.0076438
240,3703.49,0.85489,0.5088,0.94238,0.93604,0.86316,0.95248,0.65535,1.21532,0.57566,1.10261,0.0076339,0.0076339,0.0076339
241,3718.93,0.85546,0.51404,0.9513,0.83053,0.92857,0.9349,0.64559,1.22867,0.59158,1.10605,0.007624,0.007624,0.007624
242,3734.29,0.86376,0.52015,0.95819,0.85405,0.98556,0.93874,0.63371,1.26027,0.60286,1.11282,0.0076141,0.0076141,0.0076141
243,3749.57,0.86536,0.53869,0.95051,0.85033,0.95688,0.93698,0.65488,1.22839,0.57295,1.09478,0.0076042,0.0076042,0.0076042
244,3764.89,0.85475,0.51841,0.95181,0.87179,0.93684,0.95095,0.65184,1.23938,0.55112,1.10061,0.0075943,0.0075943,0.0075943
245,3780.19,0.85592,0.51836,0.95225,0.84666,0.93684,0.91264,0.62831,1.21325,0.59918,1.08467,0.0075844,0.0075844,0.0075844
246,3795.5,0.88543,0.50812,0.95726,0.83896,0.94737,0.91213,0.6091,1.30416,0.63191,1.12826,0.0075745,0.0075745,0.0075745
247,3810.86,0.87718,0.52571,0.96166,0.86625,0.93684,0.90853,0.60383,1.36205,0.60924,1.18208,0.0075646,0.0075646,0.0075646
248,3826.16,0.83967,0.50441,0.94393,0.83835,0.92806,0.92643,0.60822,1.30406,0.73501,1.13026,0.0075547,0.0075547,0.0075547
249,3841.46,0.87637,0.53724,0.96717,0.89158,0.89474,0.92396,0.608,1.29273,0.63685,1.11898,0.0075448,0.0075448,0.0075448
250,3856.73,0.84547,0.52073,0.94248,0.88456,0.91579,0.93108,0.63288,1.2191,0.61627,1.12123,0.0075349,0.0075349,0.0075349
251,3872.08,0.85136,0.51838,0.95266,0.91738,0.93503,0.93826,0.62602,1.22648,0.66062,1.10196,0.007525,0.007525,0.007525
252,3887.39,0.85742,0.51909,0.96377,0.88201,0.95789,0.93932,0.64708,1.17791,0.58007,1.07621,0.0075151,0.0075151,0.0075151
253,3902.68,0.83702,0.50166,0.94934,0.90014,0.9489,0.94855,0.66549,1.20743,0.55559,1.077,0.0075052,0.0075052,0.0075052
254,3917.97,0.84559,0.51474,0.9578,0.88332,0.95626,0.93728,0.65971,1.11006,0.55596,1.05569,0.0074953,0.0074953,0.0074953
255,3933.24,0.84628,0.52663,0.96007,0.87182,0.93074,0.93457,0.6517,1.2413,0.62117,1.09353,0.0074854,0.0074854,0.0074854
256,3948.63,0.86275,0.50673,0.95505,0.86488,0.9433,0.93786,0.63068,1.2461,0.61277,1.1151,0.0074755,0.0074755,0.0074755
257,3964.07,0.84811,0.49461,0.94501,0.91357,0.90526,0.9227,0.6281,1.19855,0.57161,1.09034,0.0074656,0.0074656,0.0074656
258,3979.41,0.87903,0.51719,0.96011,0.9136,0.89048,0.92901,0.64247,1.16394,0.62973,1.0686,0.0074557,0.0074557,0.0074557
259,3994.75,0.87302,0.5238,0.95714,0.86374,0.93414,0.9027,0.62645,1.18537,0.60925,1.08174,0.0074458,0.0074458,0.0074458
260,4010.02,0.86967,0.51654,0.95513,0.92097,0.85865,0.93501,0.64351,1.16351,0.59205,1.06339,0.0074359,0.0074359,0.0074359
261,4025.31,0.86889,0.5205,0.95701,0.88769,0.92632,0.93794,0.63551,1.29025,0.59304,1.11221,0.007426,0.007426,0.007426
262,4040.63,0.85232,0.51098,0.94568,0.89174,0.93684,0.92965,0.62318,1.3295,0.68302,1.16841,0.0074161,0.0074161,0.0074161
263,4055.94,0.83951,0.48157,0.94676,0.87731,0.90325,0.93358,0.63983,1.30994,0.61617,1.21914,0.0074062,0.0074062,0.0074062
264,4071.23,0.8199,0.48966,0.93604,0.9001,0.90526,0.94409,0.6641,1.21072,0.5907,1.15061,0.0073963,0.0073963,0.0073963
265,4086.53,0.83576,0.50306,0.9451,0.86652,0.94737,0.94597,0.65381,1.19294,0.56301,1.0755,0.0073864,0.0073864,0.0073864
266,4101.81,0.81185,0.49264,0.93932,0.87394,0.95789,0.95515,0.66863,1.19473,0.57655,1.09958,0.0073765,0.0073765,0.0073765
267,4117.12,0.84269,0.50834,0.94061,0.8938,0.87368,0.92699,0.63063,1.22315,0.5866,1.12005,0.0073666,0.0073666,0.0073666
268,4132.4,0.82331,0.48936,0.93545,0.86221,0.94737,0.93379,0.65434,1.15179,0.55165,1.06992,0.0073567,0.0073567,0.0073567
269,4147.69,0.83844,0.51256,0.94238,0.86007,0.94737,0.93482,0.6367,1.24528,0.55984,1.1167,0.0073468,0.0073468,0.0073468
270,4162.96,0.84247,0.52151,0.9508,0.88315,0.93684,0.94176,0.63974,1.22663,0.55843,1.09425,0.0073369,0.0073369,0.0073369
271,4178.28,0.82079,0.4798,0.93305,0.86901,0.97767,0.9337,0.63414,1.22313,0.56804,1.09411,0.007327,0.007327,0.007327
272,4193.72,0.84852,0.50426,0.93557,0.88654,0.95789,0.93696,0.62674,1.25956,0.60749,1.14226,0.0073171,0.0073171,0.0073171
273,4209.15,0.81997,0.49899,0.9291,0.81907,0.96842,0.90995,0.62801,1.20906,0.60235,1.10412,0.0073072,0.0073072,0.0073072
274,4224.5,0.79984,0.48382,0.92593,0.84343,0.96403,0.92856,0.64851,1.2234,0.57406,1.10353,0.0072973,0.0072973,0.0072973
275,4239.82,0.81267,0.48843,0.93762,0.89014,0.92632,0.9183,0.64062,1.22511,0.58254,1.0997,0.0072874,0.0072874,0.0072874
276,4255.11,0.81537,0.48948,0.9333,0.88615,0.92632,0.91437,0.63958,1.26044,0.57595,1.11544,0.0072775,0.0072775,0.0072775
277,4270.46,0.81607,0.47779,0.91998,0.88663,0.92632,0.90855,0.63009,1.25297,0.57965,1.11235,0.0072676,0.0072676,0.0072676
278,4285.74,0.80214,0.48847,0.92784,0.80507,0.95789,0.9168,0.63786,1.2094,0.57377,1.09689,0.0072577,0.0072577,0.0072577
279,4301.06,0.81992,0.52206,0.93557,0.89485,0.94737,0.9303,0.64776,1.192,0.57565,1.11204,0.0072478,0.0072478,0.0072478
280,4316.4,0.80195,0.4928,0.92794,0.86356,0.95789,0.93751,0.65127,1.21372,0.6205,1.1479,0.0072379,0.0072379,0.0072379
281,4331.7,0.80847,0.50116,0.93066,0.84884,0.96842,0.93553,0.66263,1.18458,0.54127,1.06931,0.007228,0.007228,0.007228
282,4347.01,0.83125,0.50578,0.9336,0.86636,0.92632,0.94325,0.6548,1.22007,0.57294,1.07323,0.0072181,0.0072181,0.0072181
283,4362.32,0.81892,0.48465,0.92351,0.88956,0.93272,0.93968,0.65548,1.17185,0.50154,1.04775,0.0072082,0.0072082,0.0072082
284,4377.6,0.8482,0.50431,0.94896,0.87873,0.91579,0.94663,0.65247,1.16382,0.54609,1.06306,0.0071983,0.0071983,0.0071983
285,4392.93,0.82175,0.49553,0.93615,0.8503,0.95663,0.93786,0.64868,1.16029,0.54538,1.05576,0.0071884,0.0071884,0.0071884
286,4408.24,0.80918,0.47664,0.92471,0.86406,0.93669,0.92716,0.63686,1.21856,0.57723,1.09888,0.0071785,0.0071785,0.0071785
287,4423.63,0.80165,0.47217,0.93089,0.87933,0.91579,0.94163,0.65196,1.18673,0.60528,1.09629,0.0071686,0.0071686,0.0071686
288,4439.03,0.84653,0.49774,0.952,0.8772,0.90231,0.93487,0.64919,1.17808,0.55161,1.09886,0.0071587,0.0071587,0.0071587
289,4454.38,0.80821,0.48608,0.93238,0.86476,0.95789,0.94467,0.66399,1.18887,0.58201,1.08588,0.0071488,0.0071488,0.0071488
290,4469.7,0.79759,0.49659,0.9393,0.88175,0.92632,0.93462,0.64688,1.24554,0.57456,1.11365,0.0071389,0.0071389,0.0071389
291,4485.09,0.81063,0.48271,0.9418,0.91821,0.94541,0.93928,0.64363,1.30592,0.58985,1.14245,0.007129,0.007129,0.007129
292,4500.49,0.79766,0.49514,0.93256,0.89361,0.92632,0.92603,0.62824,1.27555,0.62752,1.13078,0.0071191,0.0071191,0.0071191
293,4515.82,0.82003,0.49024,0.94157,0.88507,0.93684,0.93063,0.64067,1.24186,0.61438,1.11598,0.0071092,0.0071092,0.0071092
294,4531.12,0.78736,0.48301,0.9172,0.88028,0.94737,0.92914,0.62306,1.2998,0.60847,1.14533,0.0070993,0.0070993,0.0070993
295,4546.43,0.77866,0.48302,0.9225,0.86929,0.94737,0.93286,0.63799,1.2819,0.58648,1.13066,0.0070894,0.0070894,0.0070894
296,4561.71,0.79703,0.48103,0.92028,0.90258,0.84211,0.92596,0.63349,1.21854,0.59076,1.11075,0.0070795,0.0070795,0.0070795
297,4576.99,0.77677,0.46037,0.92429,0.85345,0.86316,0.91708,0.62617,1.30024,0.61948,1.13111,0.0070696,0.0070696,0.0070696
298,4592.33,0.79999,0.47174,0.92293,0.86126,0.85263,0.91799,0.61907,1.3589,0.64339,1.14111,0.0070597,0.0070597,0.0070597
299,4607.64,0.8035,0.48723,0.93667,0.84808,0.88146,0.9208,0.63191,1.32174,0.64736,1.1296,0.0070498,0.0070498,0.0070498
300,4622.96,0.8054,0.47519,0.93564,0.84719,0.89474,0.91671,0.64344,1.31426,0.60219,1.21604,0.0070399,0.0070399,0.0070399
301,4638.28,0.79291,0.48143,0.93225,0.89368,0.88482,0.93404,0.64883,1.26228,0.61954,1.11597,0.00703,0.00703,0.00703
302,4653.68,0.79878,0.48501,0.9352,0.88679,0.91579,0.94029,0.65413,1.27411,0.55858,1.19025,0.0070201,0.0070201,0.0070201
303,4669.13,0.78055,0.46308,0.92323,0.88102,0.89474,0.93427,0.64109,1.36362,0.56834,1.26948,0.0070102,0.0070102,0.0070102
304,4684.49,0.80829,0.47415,0.93362,0.88401,0.88248,0.93402,0.65638,1.26282,0.54708,1.20002,0.0070003,0.0070003,0.0070003
305,4699.85,0.81657,0.49636,0.93135,0.88126,0.93753,0.9487,0.66102,1.22332,0.55252,1.17533,0.0069904,0.0069904,0.0069904
306,4715.2,0.77437,0.45732,0.915,0.88651,0.90449,0.93651,0.65091,1.21325,0.54044,1.22312,0.0069805,0.0069805,0.0069805
307,4730.54,0.78204,0.46667,0.92691,0.84317,0.93684,0.93935,0.66598,1.17577,0.54204,1.18526,0.0069706,0.0069706,0.0069706
308,4745.83,0.78099,0.48671,0.9218,0.85493,0.94737,0.94206,0.65621,1.21885,0.55235,1.22571,0.0069607,0.0069607,0.0069607
309,4761.13,0.75193,0.45227,0.92693,0.86034,0.96842,0.94812,0.67267,1.2038,0.53903,1.12466,0.0069508,0.0069508,0.0069508
310,4776.44,0.78564,0.47053,0.92463,0.86469,0.94737,0.94825,0.6536,1.25003,0.59329,1.16887,0.0069409,0.0069409,0.0069409
311,4791.75,0.79277,0.46867,0.92836,0.90908,0.94727,0.94358,0.66325,1.29094,0.56445,1.27236,0.006931,0.006931,0.006931
312,4807.05,0.76223,0.46662,0.92259,0.85901,0.93684,0.94546,0.66507,1.26562,0.59525,1.21922,0.0069211,0.0069211,0.0069211
313,4822.34,0.78357,0.46866,0.92355,0.88016,0.93684,0.94545,0.64782,1.30991,0.57627,1.27395,0.0069112,0.0069112,0.0069112
314,4837.62,0.79563,0.47042,0.92269,0.8956,0.90299,0.93158,0.61884,1.37245,0.61968,1.2554,0.0069013,0.0069013,0.0069013
315,4852.92,0.78665,0.46293,0.91438,0.88723,0.90526,0.92364,0.63539,1.24836,0.60333,1.16186,0.0068914,0.0068914,0.0068914
316,4868.21,0.79574,0.47073,0.92548,0.88527,0.89474,0.92399,0.64725,1.28922,0.60405,1.23257,0.0068815,0.0068815,0.0068815
317,4883.57,0.80612,0.47977,0.92563,0.88114,0.93684,0.94918,0.66122,1.27018,0.5788,1.18812,0.0068716,0.0068716,0.0068716
318,4898.97,0.76678,0.46482,0.91686,0.86565,0.92632,0.93407,0.64859,1.30875,0.58476,1.23964,0.0068617,0.0068617,0.0068617
319,4914.33,0.77291,0.47613,0.91872,0.85667,0.95789,0.93298,0.65933,1.29975,0.56383,1.24742,0.0068518,0.0068518,0.0068518
320,4929.64,0.77835,0.46243,0.91924,0.82032,0.93684,0.92169,0.63708,1.32365,0.60494,1.23046,0.0068419,0.0068419,0.0068419
321,4944.96,0.77151,0.46339,0.9143,0.85486,0.92632,0.91819,0.64609,1.29794,0.59979,1.14865,0.006832,0.006832,0.006832
322,4960.24,0.78478,0.49908,0.92583,0.83236,0.92632,0.91511,0.63312,1.33588,0.60429,1.15965,0.0068221,0.0068221,0.0068221
323,4975.53,0.76284,0.46442,0.92348,0.89777,0.87368,0.92235,0.64382,1.31064,0.60522,1.16505,0.0068122,0.0068122,0.0068122
324,4990.82,0.76633,0.46014,0.91665,0.83263,0.95789,0.93533,0.63865,1.27646,0.60942,1.17222,0.0068023,0.0068023,0.0068023
325,5006.14,0.76388,0.46003,0.91553,0.8187,0.94737,0.91844,0.64604,1.25308,0.59691,1.11708,0.0067924,0.0067924,0.0067924
326,5021.46,0.7693,0.46068,0.9215,0.8571,0.94706,0.91791,0.65253,1.23137,0.58025,1.09556,0.0067825,0.0067825,0.0067825
327,5036.76,0.74953,0.4527,0.91305,0.85982,0.95789,0.92617,0.65103,1.22839,0.56793,1.09439,0.0067726,0.0067726,0.0067726
328,5052.05,0.73085,0.43657,0.90428,0.85619,0.94005,0.93113,0.66798,1.1984,0.54972,1.09378,0.0067627,0.0067627,0.0067627
329,5067.34,0.76586,0.45947,0.92247,0.92467,0.90448,0.93412,0.65063,1.2224,0.53213,1.10184,0.0067528,0.0067528,0.0067528
330,5082.64,0.76139,0.45792,0.92109,0.90595,0.91261,0.95146,0.64608,1.24251,0.56614,1.1398,0.0067429,0.0067429,0.0067429
331,5097.97,0.775,0.47528,0.9278,0.8916,0.89474,0.94524,0.6402,1.2874,0.56362,1.20529,0.006733,0.006733,0.006733
332,5113.28,0.73548,0.45123,0.91158,0.94636,0.85263,0.93883,0.64752,1.29716,0.57738,1.16555,0.0067231,0.0067231,0.0067231
333,5128.68,0.7615,0.45073,0.92642,0.92274,0.85263,0.93994,0.66827,1.25845,0.57923,1.14392,0.0067132,0.0067132,0.0067132
334,5144.08,0.73461,0.45159,0.91162,0.92567,0.87368,0.94057,0.66212,1.24629,0.57061,1.09656,0.0067033,0.0067033,0.0067033
335,5159.41,0.75328,0.44792,0.91114,0.88337,0.90526,0.93843,0.65363,1.20273,0.54649,1.08944,0.0066934,0.0066934,0.0066934
336,5174.67,0.74261,0.4463,0.90389,0.86374,0.94737,0.93875,0.66765,1.22337,0.54949,1.08361,0.0066835,0.0066835,0.0066835
337,5189.96,0.74973,0.45172,0.91027,0.92905,0.92632,0.9518,0.67696,1.20438,0.5148,1.07639,0.0066736,0.0066736,0.0066736
338,5205.24,0.74649,0.44255,0.90869,0.89632,0.96842,0.9455,0.677,1.20297,0.53599,1.07116,0.0066637,0.0066637,0.0066637
339,5220.5,0.73031,0.45584,0.8969,0.87476,0.96842,0.95513,0.67949,1.17086,0.52953,1.06409,0.0066538,0.0066538,0.0066538
340,5235.82,0.74038,0.45608,0.89992,0.90677,0.92145,0.95249,0.66813,1.20852,0.53053,1.09473,0.0066439,0.0066439,0.0066439
341,5251.18,0.74935,0.44174,0.91076,0.87368,0.94642,0.9555,0.67686,1.23438,0.55434,1.10261,0.006634,0.006634,0.006634
342,5266.48,0.74188,0.4441,0.9098,0.89384,0.91579,0.95097,0.66184,1.21635,0.54228,1.08959,0.0066241,0.0066241,0.0066241
343,5281.79,0.75791,0.46513,0.9225,0.91112,0.91579,0.95782,0.67401,1.18545,0.54019,1.06537,0.0066142,0.0066142,0.0066142
344,5297.11,0.75014,0.4577,0.91684,0.91472,0.90329,0.95646,0.6657,1.17895,0.5351,1.0745,0.0066043,0.0066043,0.0066043
345,5312.46,0.74866,0.44751,0.90862,0.91634,0.88421,0.96271,0.68049,1.19504,0.53165,1.09417,0.0065944,0.0065944,0.0065944
346,5327.83,0.73782,0.44135,0.91498,0.92477,0.91579,0.9586,0.66684,1.18441,0.53224,1.08645,0.0065845,0.0065845,0.0065845
347,5343.18,0.75265,0.46369,0.91757,0.89785,0.92632,0.95063,0.66134,1.17569,0.54122,1.07463,0.0065746,0.0065746,0.0065746
348,5358.58,0.73532,0.44402,0.90972,0.90255,0.89474,0.93555,0.64717,1.17314,0.58478,1.08511,0.0065647,0.0065647,0.0065647
349,5374.05,0.75355,0.45544,0.91847,0.85221,0.91053,0.92905,0.64542,1.21888,0.61821,1.1185,0.0065548,0.0065548,0.0065548
350,5389.43,0.74005,0.44367,0.91662,0.89513,0.84211,0.93084,0.66349,1.21572,0.6202,1.09441,0.0065449,0.0065449,0.0065449
351,5404.75,0.75688,0.44841,0.90627,0.84126,0.94834,0.93489,0.66611,1.22534,0.60412,1.152,0.006535,0.006535,0.006535
352,5420.12,0.73672,0.43741,0.89875,0.88439,0.96842,0.95716,0.67738,1.26455,0.57256,1.18351,0.0065251,0.0065251,0.0065251
353,5435.43,0.75634,0.47458,0.92312,0.87349,0.94486,0.95307,0.65314,1.29665,0.58316,1.14674,0.0065152,0.0065152,0.0065152
354,5450.73,0.75861,0.45263,0.91474,0.89075,0.94413,0.94527,0.65405,1.24053,0.55143,1.10816,0.0065053,0.0065053,0.0065053
355,5466.07,0.73851,0.4591,0.91193,0.88986,0.90526,0.9445,0.65145,1.18568,0.55221,1.09932,0.0064954,0.0064954,0.0064954
356,5481.39,0.73683,0.45078,0.90546,0.84817,0.92632,0.93777,0.64906,1.13775,0.56351,1.07974,0.0064855,0.0064855,0.0064855
357,5496.72,0.73182,0.44824,0.89834,0.86479,0.89474,0.9366,0.65559,1.16532,0.57203,1.08922,0.0064756,0.0064756,0.0064756
358,5512.04,0.73447,0.44464,0.91079,0.85637,0.94144,0.93636,0.66176,1.21479,0.56698,1.11907,0.0064657,0.0064657,0.0064657
359,5527.35,0.71741,0.43409,0.90031,0.90353,0.88732,0.9403,0.6684,1.214,0.56383,1.13073,0.0064558,0.0064558,0.0064558
360,5542.65,0.73174,0.43493,0.90669,0.92389,0.89447,0.93284,0.66489,1.15549,0.54931,1.08282,0.0064459,0.0064459,0.0064459
361,5557.97,0.72372,0.44221,0.89836,0.88336,0.91579,0.93784,0.66781,1.17431,0.51772,1.07584,0.006436,0.006436,0.006436
362,5573.3,0.70765,0.43351,0.89424,0.85661,0.94325,0.93647,0.6462,1.23486,0.52556,1.1018,0.0064261,0.0064261,0.0064261
